,ISO3 Code,Year,Rule_of_law,Gov_effectiveness,Control_of_corruption,Fdi,Gdp_per_capita,Gini,Unemployement,Political_stability
337,MLT,2013,1.32581269741058,1.25139141082764,0.97623074054718,4.72416455167554,25346.5236450477,28.8,6.115,1.04275786876678
338,MLT,2014,1.19110727310181,1.02343165874481,0.846630215644836,1.31122389888756,27356.6080303021,29.0,5.737,1.12549698352814
339,MLT,2015,1.1067533493042,0.81887686252594,0.8642418384552,32.1027329502695,25481.8977555627,29.4,5.389,1.05367743968964
340,MLT,2016,0.968909025192261,0.920882403850555,0.683730661869049,23.0840199411253,26409.6285858968,29.1,4.694,1.06645977497101
341,MLT,2017,1.11296081542969,0.968723773956299,0.703656733036041,299.824941014866,30259.3952629768,29.2,4.008,1.23830890655518
342,MLT,2018,1.01997232437134,0.930900931358337,0.547124087810516,452.221039539527,33332.1905601302,28.7,3.665,1.27164912223816
343,MLT,2019,0.921630799770355,0.824169158935547,0.209994375705719,198.19959042815,32412.2697818499,31.0,3.627,1.01364505290985
344,MLT,2020,0.883726119995117,0.99406486749649,0.342483103275299,192.141318771847,31796.8213417258,31.4,4.357,0.99847799539566
345,MLT,2021,0.835411548614502,0.853116869926453,0.292902559041977,433.860897111274,38027.3801730893,29.2,3.403,0.887514472007751
346,MLT,2022,0.785654842853546,0.804084479808807,0.238765001296997,126.275787596203,36142.2058531852,29.2,2.929,0.911014318466187
347,MLT,2023,0.702327609062195,0.397335052490234,0.10974658280611,112.62636977735,40395.7692064458,29.2,3.11,0.858121693134308
348,MNE,2012,-0.0584805831313133,0.120514154434204,-0.129764124751091,15.1222637401287,6586.39970256684,41.2,19.808,0.596563041210175
349,MNE,2013,-0.0343756228685379,0.153825387358665,-0.287302702665329,9.99730747518636,7188.86361611271,39.0,19.585,0.504595458507538
350,MNE,2014,0.0140005685389042,0.293321192264557,-0.0755308717489243,10.8186630053694,7387.87296917548,38.8,18.054,0.219455271959305
351,MNE,2015,-0.0456785894930363,0.166538342833519,-0.123520962893963,17.2602289657156,6517.19267514764,39.0,17.555,0.136638209223747
352,MNE,2016,-0.135133937001228,0.135110005736351,-0.0820801183581352,5.17948370092294,7033.43962398373,38.5,17.732,0.268716216087341
353,MNE,2017,-0.111639104783535,0.17134128510952,-0.0849762111902237,11.5444030591496,7803.35824465203,36.9,16.082,-0.0625774934887886
354,MNE,2018,0.0027681780047714,0.0904116332530975,-0.0147577738389373,8.8189254000302,8850.3749248372,36.8,15.19,0.0376955643296242
355,MNE,2019,-0.0074288840405643,0.106434404850006,-0.0302034318447113,7.53492922355211,8909.6538759126,35.7,15.128,0.05806864798069
356,MNE,2020,-0.0405889339745045,-0.106665946543217,-0.0437371805310249,11.1300494820964,7677.37132106817,35.4,17.878,-0.0611971393227577
357,MNE,2021,-0.0840640366077423,-0.0304788909852505,-0.0440896898508072,11.8356969374313,9465.96153027794,34.3,16.543,-0.0524446368217468
358,MNE,2022,-0.126116916537285,-0.0274766758084297,-0.118748672306538,14.0062013047765,10093.4387007266,37.7,14.852,-0.140881478786469
359,MNE,2023,-0.0421564690768719,0.247063115239143,-0.0793098732829094,6.98310120786314,12221.4775546967,37.7,17.555,0.0693022906780243
360,NLD,2012,1.85268175601959,1.83936905860901,2.09058332443237,30.7005118317346,50473.9442002689,27.6,5.821,1.18746471405029
361,NLD,2013,1.82529842853546,1.80873382091522,2.01686978340149,35.1314671422811,52602.2860520766,28.1,7.241,1.14381539821625
362,NLD,2014,1.973428606987,1.83546948432922,1.96052145957947,15.8698220389322,53457.2234864322,28.6,7.419,1.04511535167694
363,NLD,2015,1.9068900346756,1.82862544059753,1.83337318897247,48.5010592798915,45793.8135434697,28.2,6.872,0.912540197372437
364,NLD,2016,1.84564888477325,1.82028615474701,1.85835075378418,34.567786396249,46808.5291492503,28.2,6.007,0.896933197975159
365,NLD,2017,1.75830602645874,1.81402194499969,1.74557888507843,23.5201922487149,49513.6817346384,28.5,4.837,0.907123684883118
366,NLD,2018,1.74446511268616,1.80973696708679,1.88914597034454,-30.7775269483508,53955.0770024266,28.1,3.832,0.838281273841858
367,NLD,2019,1.73473942279816,1.76715266704559,1.86761248111725,-13.6740358407126,53554.9007491475,29.2,3.379,0.821324944496155
368,NLD,2020,1.70633113384247,1.8052179813385,1.99998319149017,-23.7095109882189,53467.9277413737,26.0,3.82,0.830933392047882
369,NLD,2021,1.69862735271454,1.72513651847839,2.00424218177795,-10.9532599562774,60141.9880911492,25.7,4.209,0.893059194087982
370,NLD,2022,1.65676593780518,1.57889866828918,1.91720008850098,1.48704290039353,59123.318556487,28.15,3.526,0.726799547672272
371,NLD,2023,1.64250445365906,1.62553191184998,1.86710047721863,-26.7686982770768,64572.0059558854,28.15,3.537,0.658281981945038
372,NOR,2012,1.95103108882904,1.8999354839325,2.24798226356506,5.44056216851406,102175.919298374,25.7,3.129,1.32746982574463
373,NOR,2013,1.97096431255341,1.87676703929901,2.28692841529846,-0.260184320751091,103553.840134417,26.4,3.425,1.3520919084549
374,NOR,2014,2.02431488037109,1.82170379161835,2.22268295288086,0.646203788277676,97666.6951838749,26.8,3.486,1.11995851993561
375,NOR,2015,1.97525000572205,1.8330682516098,2.20029306411743,1.87399423252337,74809.9658049898,27.5,4.296,1.14562010765076
376,NOR,2016,1.99445748329163,1.83236646652222,2.14950466156006,-5.03254975124346,70867.3609970749,28.5,4.68,1.18162095546722
377,NOR,2017,1.98068571090698,1.94444799423218,2.19124555587769,1.46874278067631,76131.8384032764,27.0,4.164,1.15070176124573
378,NOR,2018,1.92207717895508,1.84514558315277,2.05031037330627,-1.28796404191649,82792.8427113304,27.6,3.801,1.12084853649139
379,NOR,2019,1.94084346294403,1.82773196697235,2.0337541103363,3.99513402641074,76430.5889473338,27.7,3.684,1.14211213588715
380,NOR,2020,1.92992174625397,1.88777232170105,2.06576919555664,-1.11596503409555,68340.0181033702,27.25,4.424,1.22160577774048
381,NOR,2021,1.90791833400726,1.79539930820465,2.10831046104431,2.81683452885051,93072.8925119571,27.25,4.359,1.08862638473511
382,NOR,2022,1.76085293292999,1.94172024726868,2.0676383972168,2.42127009824237,108798.451165901,27.25,3.231,0.86123925447464
383,NOR,2023,1.83398151397705,1.79993534088135,2.11352157592773,2.20906699529341,87925.0944188399,27.25,3.573,0.892857432365417
384,POL,2012,0.817868530750275,0.657871425151825,0.659753620624542,1.52886091421625,13087.420943321,33.0,10.031,1.04947865009308
385,POL,2013,0.839544832706451,0.659244894981384,0.645680546760559,0.258983446617592,13621.9023794031,33.1,10.293,0.973354995250702
386,POL,2014,0.87160587310791,0.768983721733093,0.681905627250671,3.85089176515991,14262.2841914116,32.8,8.971,0.842940807342529
387,POL,2015,0.803594648838043,0.74108874797821,0.694461524486542,3.29546177974363,12637.5220324406,31.8,7.475,0.862319052219391
388,POL,2016,0.593824148178101,0.651506066322327,0.759568095207214,3.81608753667806,12464.0110508476,31.2,6.141,0.496157646179199
389,POL,2017,0.400895059108734,0.550776779651642,0.698781192302704,2.37812836572029,13913.3402919927,29.7,4.867,0.509756147861481
390,POL,2018,0.376929372549057,0.546892523765564,0.622786521911621,3.34803923662527,15658.2120316794,30.2,3.835,0.480488687753677
391,POL,2019,0.391241818666458,0.512824833393097,0.611018896102905,3.15455649244208,15874.5220531254,28.8,3.267,0.550716519355774
392,POL,2020,0.524749398231506,0.324195116758347,0.618671596050262,3.31499059495462,15987.5753654045,28.5,3.155,0.491619497537613
393,POL,2021,0.425569206476212,0.254306375980377,0.546135544776917,5.44306737738578,18635.5104895754,28.5,3.268,0.49190354347229
394,POL,2022,0.428134799003601,0.258881956338882,0.506645441055298,6.00626096603428,18891.2121169279,30.7,2.811,0.505146443843842
395,POL,2023,0.458741247653961,0.421437799930573,0.565399944782257,4.24072792984725,22056.6661704127,30.7,2.743,0.559584558010101
396,PRT,2012,1.03611195087433,1.00191485881805,0.955447733402252,9.88117848952073,20593.4274224109,36.0,15.531,0.775272607803345
397,PRT,2013,1.03864598274231,1.19421780109406,0.91217178106308,6.94609171015971,21676.4859642714,36.2,16.188,0.74876344203949
398,PRT,2014,1.11946487426758,0.983170330524445,0.909372627735138,5.23551856283017,22120.6850127107,35.6,13.897,0.8062744140625
399,PRT,2015,1.10189425945282,1.15793454647064,0.892139911651611,0.6380745862791,19215.7813014347,35.5,12.447,0.904212951660156
400,PRT,2016,1.04333281517029,1.14832854270935,0.858934998512268,3.56501050349716,19980.2808866516,35.2,11.068,0.958625793457031
401,PRT,2017,1.10397756099701,1.2940491437912,0.821428775787354,4.83731761644887,21442.3842768879,33.8,8.869,1.10616970062256
402,PRT,2018,1.1079808473587,1.18115174770355,0.806315660476685,3.240940463269,23541.1401075289,33.5,6.994,1.11530721187592
403,PRT,2019,1.10635912418365,1.13418579101562,0.745498478412628,4.29794091554859,23343.3628970034,32.8,6.464,1.05175185203552
404,PRT,2020,1.15668058395386,0.979601144790649,0.72114634513855,1.73847041272099,22299.4044062173,34.7,6.801,1.00873112678528
405,PRT,2021,1.10502743721008,0.952431321144104,0.741993844509125,3.06611456095761,24711.4510062111,34.6,6.577,0.937390148639679
406,PRT,2022,1.11221826076508,1.00113356113434,0.728919625282288,3.71003929656135,24620.519556875,34.95,6.011,0.795802593231201
407,PRT,2023,1.06766510009766,0.987550020217896,0.696312069892883,3.35726106492717,27331.2094945255,34.95,6.509,0.712578117847443
408,ROU,2012,0.0929005369544029,-0.169484630227089,-0.381443470716476,1.70143772893218,8929.95366231474,36.5,6.794,0.0823415592312813
409,ROU,2013,0.190215259790421,0.134710595011711,-0.301038712263107,2.03100513989555,9497.67411615237,36.9,7.096,0.179133072495461
410,ROU,2014,0.242155745625496,0.224672213196754,-0.224212571978569,1.9372882717301,10031.7710755404,36.0,6.802,0.0491361282765865
411,ROU,2015,0.204882144927979,0.0987904593348503,-0.170948252081871,2.42725822119065,8977.01748158196,35.9,6.812,0.181799337267876
412,ROU,2016,0.45245349407196,-0.0682618692517281,-0.178657218813896,3.37417569649644,9404.54005870715,34.4,5.901,0.266823202371597
413,ROU,2017,0.436648339033127,-0.0847913026809692,-0.141483217477798,2.83273074460251,10727.9822007426,36.0,4.927,0.0485141687095165
414,ROU,2018,0.367548227310181,-0.177138328552246,-0.226882994174957,3.01622370394842,12502.2624061935,35.8,4.187,0.0363187454640865
415,ROU,2019,0.415343642234802,-0.215103924274445,-0.236893355846405,2.92654448293784,12992.0326104674,34.8,3.912,0.542255997657776
416,ROU,2020,0.368689924478531,-0.286944448947906,-0.0985997840762138,1.42933934913704,13082.3006559554,34.6,5.035,0.508950412273407
417,ROU,2021,0.38048443198204,-0.163359016180038,-0.0613786391913891,4.09599109735679,14986.7854904274,33.9,5.59,0.581789910793304
418,ROU,2022,0.403401881456375,-0.0004623509012162,0.0164916589856148,3.87290125410084,15557.8826247584,35.849999999999994,5.614,0.431136310100555
419,ROU,2023,0.437425792217255,-0.0926659479737282,0.0404953435063362,2.48272341305168,18404.2730871704,35.849999999999994,5.592,0.373643964529037
420,RUS,2012,-0.857621252536774,-0.534914612770081,-1.05157160758972,2.29079869889368,15401.8515625,35.6,5.484,-0.817712664604187
421,RUS,2013,-0.821814119815826,-0.452954411506653,-1.02072441577911,3.01940211363344,15941.4482421875,35.6,5.513,-0.736093640327454
422,RUS,2014,-0.773192346096039,-0.195760622620583,-0.918883323669434,1.0698764102333,14055.47265625,36.9,5.212,-0.943617463111877
423,RUS,2015,-0.815131187438965,-0.332078844308853,-0.974069595336914,0.502607961400285,9277.7138671875,36.5,5.615,-1.03222346305847
424,RUS,2016,-0.845054090023041,-0.324105769395828,-0.838650405406952,2.54849998807899,8663.158203125,36.7,5.591,-0.947688162326813
425,RUS,2017,-0.845929563045502,-0.191041514277458,-0.91468071937561,1.81409297475419,10658.9130859375,35.5,5.238,-0.642759621143341
426,RUS,2018,-0.832721412181854,-0.103785149753094,-0.869339644908905,0.530060790633169,11211.8876953125,35.3,4.871,-0.538330912590027
427,RUS,2019,-0.771243870258331,0.0241736769676208,-0.822259068489075,1.88851731564914,11447.701171875,35.7,4.513,-0.551088750362396
428,RUS,2020,-0.80521035194397,-0.111088737845421,-0.930568337440491,0.634851184443604,10108.3271484375,33.7,5.62,-0.667407393455505
429,RUS,2021,-0.886179327964783,-0.210440874099731,-0.921020746231079,2.1943240262796,12521.5224609375,35.1,4.749,-0.707898318767548
430,RUS,2022,-1.19659042358398,-0.696263790130615,-0.979839682579041,-1.7564179452356,15445.2421875,35.6,3.867,-1.00599670410156
431,RUS,2023,-1.18764269351959,-0.712461888790131,-1.10467827320099,-0.496932674066668,13817.0458984375,35.6,3.076,-1.13433384895325
432,SRB,2012,-0.332835763692856,-0.173352405428886,-0.357432961463928,2.82759932149649,6263.04086072815,39.9,24.0,-0.217299461364746
433,SRB,2013,-0.298828899860382,-0.179090812802315,-0.327844172716141,4.08141056622247,7040.41812068781,39.4,22.154,-0.0756380930542946
434,SRB,2014,-0.0947809815406799,0.0016253917710855,-0.2474045753479,4.07119376860245,6886.67809068704,40.4,19.223,0.184110775589943
435,SRB,2015,-0.0757768601179123,-0.0026127484161406,-0.318577229976654,5.67381755834409,5820.3215576888,40.5,17.66,0.234833031892776
436,SRB,2016,-0.127017572522163,-0.0386092476546764,-0.383323162794113,5.57770746372387,5982.37030126471,38.8,15.257,0.133281603455544
437,SRB,2017,-0.179726555943489,0.0732555314898491,-0.435910999774933,6.29636171721259,6548.03653824187,36.1,13.477,0.0833679884672165
438,SRB,2018,-0.170322611927986,0.0744296610355377,-0.396570771932602,7.71374568954874,7559.86165747394,35.0,12.733,0.0053210719488561
439,SRB,2019,-0.143851891160011,-0.0167613662779331,-0.450225323438644,7.92487427143519,7755.632986437,34.5,10.395,-0.0780515447258949
440,SRB,2020,-0.123005606234074,-0.0429243594408035,-0.451470822095871,6.23865408002073,8098.70955668849,35.0,9.011,-0.170754417777061
441,SRB,2021,-0.115502558648586,0.01235440839082,-0.459140092134476,6.95312089132575,9680.52798074468,33.1,9.843,-0.0852114632725716
442,SRB,2022,-0.113955773413181,0.0651759877800941,-0.456542432308197,6.90481580907468,10022.9688543402,37.45,8.439,-0.174069464206696
443,SRB,2023,-0.0745044872164726,0.0076343188993632,-0.447204262018204,6.01371996085662,12281.5058488303,37.45,8.268,-0.0391097068786621
444,SVK,2012,0.485911756753922,0.781547546386719,0.0692804977297783,1.87551069035638,17516.9691054078,26.1,13.966,1.08840095996857
445,SVK,2013,0.463767737150192,0.725380659103394,0.0489006824791431,1.01266878582834,18312.7805149823,28.1,14.227,1.11951816082001
446,SVK,2014,0.485068291425705,0.793422877788544,0.121957376599312,-0.356803047431847,18770.9289896545,26.1,11.537,1.03912115097046
447,SVK,2015,0.466484010219574,0.736977159976959,0.109913036227226,1.70487122540291,16442.0760860018,26.5,11.492,0.865759432315826
448,SVK,2016,0.597048819065094,0.793482840061188,0.152081429958344,5.27770700739813,16636.0769133073,25.2,9.679,0.708230555057526
449,SVK,2017,0.513248085975647,0.666439116001129,0.0974162742495537,4.39986424621102,17645.5298716761,23.2,8.142,0.902731478214264
450,SVK,2018,0.472869634628296,0.581321477890015,0.230296522378922,2.11269531583982,19573.3717031314,25.0,6.544,0.736685812473297
451,SVK,2019,0.500033497810364,0.54965877532959,0.187729358673096,2.15394548631738,19406.0589683582,23.2,5.761,0.667368829250336
452,SVK,2020,0.655498802661896,0.502145826816559,0.415226489305496,-1.05975666677956,19735.4858280801,24.2,6.719,0.633981704711914
453,SVK,2021,0.678475677967072,0.490655839443207,0.210813537240028,2.25526375759947,22138.1949833348,24.1,6.894,0.617919027805328
454,SVK,2022,0.620998740196228,0.378134667873383,0.213295862078667,4.16384241518814,21342.7666714692,25.1,6.143,0.445335745811462
455,SVK,2023,0.603365182876587,0.229512304067612,0.292565286159515,-0.246592870705797,24491.3771867262,25.1,5.841,0.573219299316406
456,SVN,2012,1.00906705856323,1.018315076828,0.832158982753754,0.0726446385878612,22442.1417859955,25.6,8.841,0.935110688209534
457,SVN,2013,0.994512796401978,1.00098669528961,0.722197890281677,0.217315881641326,23236.9655321695,26.2,10.103,0.882251679897308
458,SVN,2014,0.999711990356445,0.996188342571259,0.721584439277649,2.05875310395563,24013.0682060959,25.7,9.668,0.965773403644562
459,SVN,2015,0.945756256580353,0.936799585819244,0.737131714820862,4.05096848349793,20697.2748530619,25.4,8.962,0.947492003440857
460,SVN,2016,1.05059957504272,1.08712339401245,0.784757494926453,3.26541395278807,21447.8377796036,24.8,8.0,0.979141891002655
461,SVN,2017,0.993279337882996,1.12923729419708,0.776858031749725,2.4842141360232,23303.077705959,24.2,6.565,0.866365492343903
462,SVN,2018,1.02447843551636,1.08223867416382,0.835979223251343,2.86489909951597,25888.0481065655,24.6,5.108,0.89426726102829
463,SVN,2019,1.08500075340271,1.04178440570831,0.888419628143311,3.99098612082388,25814.1687167572,24.4,4.446,0.801585972309113
464,SVN,2020,1.03954863548279,1.121173620224,0.777402997016907,0.948340847721796,25392.0651093612,24.0,4.971,0.701467931270599
465,SVN,2021,1.00168013572693,1.13730704784393,0.692999660968781,3.60681571306541,29187.369382785,24.3,4.744,0.755585372447968
466,SVN,2022,0.970905184745789,1.06853556632996,0.767268538475037,3.63837227783815,28373.8382265999,24.700000000000003,4.011,0.709335088729858
467,SVN,2023,1.03880786895752,1.03929400444031,0.776647090911865,2.09351642254274,32610.110922729,24.700000000000003,3.652,0.818632841110229
468,SWE,2012,1.92827761173248,1.91103565692902,2.27712059020996,0.777370132358847,57749.8251328664,27.6,7.976,1.17059719562531
469,SWE,2013,1.95059812068939,1.78899824619293,2.239426612854,0.254696304546179,60844.2767113975,28.8,8.052,1.12777805328369
470,SWE,2014,1.97514510154724,1.68137550354004,2.11085391044617,-1.04543478042344,59583.7140001673,28.4,7.954,1.06541478633881
471,SWE,2015,1.99032938480377,1.6848486661911,2.14546346664429,1.94889442525099,51197.9529341175,29.2,7.432,0.932670474052429
472,SWE,2016,1.95228481292725,1.66307485103607,2.10577654838562,3.00853908060468,51820.3972482676,29.6,6.99,1.00078213214874
473,SWE,2017,1.81969857215881,1.67575168609619,2.09996318817139,4.53384406821975,53300.8587281785,28.8,6.718,0.968603014945984
474,SWE,2018,1.78407502174377,1.67109441757202,2.10963678359985,-0.129536947454264,54181.9069780904,30.0,6.365,0.921417593955994
475,SWE,2019,1.79216158390045,1.67401242256165,2.09194946289062,2.98447516897391,51773.0464558993,29.3,6.833,1.01188635826111
476,SWE,2020,1.76741015911102,1.6700267791748,2.09451055526733,3.39683456902909,52653.7565934247,28.9,8.291,0.997376799583435
477,SWE,2021,1.69935715198517,1.61025524139404,2.09849810600281,8.60639736102337,61174.9680215622,29.8,8.722,1.01450800895691
478,SWE,2022,1.68850898742676,1.5724048614502,2.06152534484863,8.26690116179806,55296.9371472535,29.049999999999997,7.392,0.910905122756958
479,SWE,2023,1.60402345657349,1.60138332843781,2.0282461643219,3.93207943060227,55516.836477474,29.049999999999997,7.611,0.758365273475647
480,TUR,2012,-0.0366085544228554,0.432250022888184,0.161344781517982,1.56083222274036,11713.2849831139,43.5,9.21,-1.22053194046021
481,TUR,2013,-0.0046927677467465,0.398709654808044,0.0915075615048409,1.41605893309676,12578.1878632,43.5,9.713,-1.24993252754211
482,TUR,2014,-0.0760362073779106,0.392252773046494,-0.134328410029411,1.42043970559208,12165.220135038,43.5,9.901,-1.08603596687317
483,TUR,2015,-0.23225000500679,0.199524775147438,-0.161549240350723,2.22870440882429,11049.9951100942,43.5,10.304,-1.49530971050262
484,TUR,2016,-0.341492354869843,-0.0065070367418229,-0.199177414178848,1.59080974143791,10970.0458948862,43.5,10.899,-2.00721478462219
485,TUR,2017,-0.317272514104843,0.0138382893055677,-0.208805039525032,1.30269498288905,10695.550196231,43.5,10.919,-1.78637635707855
486,TUR,2018,-0.390099376440048,-0.0684682950377464,-0.35130301117897,1.59826004955637,9568.83506330228,42.4,10.956,-1.31519985198975
487,TUR,2019,-0.346833646297455,-0.0204638708382845,-0.325921058654785,1.24926755538016,9215.44049888114,43.8,13.73,-1.37818169593811
488,TUR,2020,-0.418659001588821,-0.15879775583744,-0.36175400018692,1.06547131703503,8638.73903848102,43.0,13.148,-1.14388263225555
489,TUR,2021,-0.433712124824524,-0.119116462767124,-0.408259898424149,1.57281948580071,9743.21277804855,44.4,11.969,-1.13679277896881
490,TUR,2022,-0.459680616855621,-0.199645325541496,-0.468106269836426,1.50652874838996,10674.504157865,43.5,10.465,-1.03223478794098
491,TUR,2023,-0.511972904205322,-0.247911587357521,-0.50248908996582,0.979295414364425,13105.6585678319,43.5,9.388,-1.01108038425446
492,UKR,2012,-0.81733900308609,-0.59455281496048,-1.11753916740417,4.47720109403357,3951.34228515625,24.7,7.529,-0.0922749042510986
493,UKR,2013,-0.844953835010529,-0.664322078227997,-1.17666733264923,2.36694390135139,4129.89697265625,24.6,7.17,-0.777284979820251
494,UKR,2014,-0.829762279987335,-0.39884689450264,-1.02474439144135,0.634438528402592,3054.908203125,24.0,9.27,-2.02083349227905
495,UKR,2015,-0.873573780059814,-0.554407000541687,-1.03961312770844,-0.217508398305494,2094.47387695313,25.5,9.14,-1.95953238010406
496,UKR,2016,-0.817245066165924,-0.609457552433014,-0.867796838283539,4.42178946686191,2158.46118164063,25.0,9.35,-1.8533319234848
497,UKR,2017,-0.756031930446625,-0.514022350311279,-0.832255303859711,3.28306130596563,2604.28759765625,26.0,9.5,-1.86741781234741
498,UKR,2018,-0.760341882705688,-0.459631830453873,-0.921338856220245,3.80086991777664,3059.0517578125,26.1,8.799,-1.87217938899994
499,UKR,2019,-0.745435535907745,-0.334266752004623,-0.800639629364014,3.76649676088543,3619.86157226563,26.6,8.194,-1.42837619781494
500,UKR,2020,-0.713144361972809,-0.410091131925583,-0.832628607749939,0.194103193490519,3709.76928710938,25.6,9.475,-1.16393649578094
501,UKR,2021,-0.681738317012787,-0.439535766839981,-0.787211775779724,3.98166133947207,4775.94580078125,25.5,9.834,-1.12698400020599
502,UKR,2022,-0.917947947978973,-0.497119277715683,-0.634004473686218,0.136428578229067,4199.6708984375,25.5,9.205,-1.94932460784912
503,UKR,2023,-0.888317406177521,-0.357320100069046,-0.686146318912506,2.68800629322443,5069.703125,25.5,9.205,-1.42982339859009
